"sessionID";"SurveyTimestamp";"Q_1";"Q_2";"Q_3";"Q_4";"Q_5";"Q_6";"Q_7";"Q_8";"Q_9";"Q_10";"Q_11";"Q_12";"Q_13";"Q_14";"Q_15";"Q_16";"Q_17";"Q_18";"Q_19";"Q_20";"Q_21";"Q_22";"Q_23";"Q_24";"Q_25";"Q_26";"Q_27";"Q_28"
"oQeapbwp6UCPsMMfIEW8nOd8Us0RNYsRb5c2tAX5Gc2ecoNYme59XpOW84FWbFAo2wRtKzJIcBRIWRaDOpoKn5APr6OoxCdcb3FOcWPYiC5JnOf3jeYHkYK0kdjJWgKrFetSow6fv4M9ViYPAGtMPS";"2024-04-18 16:28:56";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;4;3;3;4;2;2;4;2;3;2;3;2;4;2;5;5;5;5;4;5;4;5;21;"MASCHIO"
"iUXWCLZbCNHbYP7XbEMpwEwuUcc2ODk9rZ2xOCOccevAskAlegMxhpCHpPTYf9hVsZiR4nslZkZzo2HOaRJFABh7FAQYu382xLhMvEyWriin7EUw0e9xCbH5OAZk4qFYeXZsG7D0THH8WdXWxvtLZY";"2024-04-18 16:29:45";"POCO";"FUNZIONI";"LISTE E DIZIONARI";2;3;3;3;3;1;3;3;4;3;3;3;2;3;2;4;4;4;4;4;4;4;4;23;"MASCHIO"
"4zr8kCwC7Sqyl7ZNrnsxf7VRyPiWSwql5K90MzjDRvd2MUidzARuQ6wBQHVHjlgNi41QCDkEQmpOaoUHwemv6mtGXjEKZmQ9tVbuuYrzTtlTKig1itP7DO1TgKiyv2rD50HbwHgadwt1iyPzMM1cMw";"2024-04-18 16:29:50";"ABBASTANZA";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;6;5;6;6;6;6;6;6;-1;"MASCHIO"
"LltyVWIXRnLFLRLhl46uTwQy7RwGauVa4qB7qaNLzgU71JtpAky95AAq6PS3vXriHeozhTaUZJJWeKdd6Wt2IVMVgyFA5TG5tuqXxsT4u5wjGpLX4TiKyu50EZgBzsmUA0Ic5JQfZRCw0Kqp9I3TCG";"2024-04-18 16:32:10";"POCO";"FUNZIONI";"VARIABILI";3;3;3;3;3;2;1;2;5;3;1;3;2;2;3;2;3;2;2;5;5;3;3;25;"FEMMINA"
"nWsusglDjxHLBqq9VqJ26rAJVaciTTlomLTtJrd0zSt4So54uJnCBQDnhIobjMJMjTW2wczx3dWUDomvU06nxgrb8abwGz32w337C2FOzTp15HOCeat2xzxjjL1pyF4SNW1T5woRgUmhUlgb9SGfB3";"2024-04-18 16:34:31";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;3;2;3;2;4;1;5;1;4;3;7;4;7;7;6;7;7;5;22;"MASCHIO"
"bRqeVGQYYtkRoGO8ze4ZGQL6gQ8yRTHJDn85r8mKLzPv8qRy8oVImRke0lYkPUBQYQkSAH4SooCKX0tMgfILjfrIZ1V0aKbYveokjOJ7ngm9r6zONwgrZbu6cGOls1nPmDDxddcqiO8BLAll9CdTF9";"2024-04-18 16:36:53";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";5;5;5;5;5;5;1;5;1;5;1;4;1;5;1;7;7;7;7;7;7;6;6;21;"MASCHIO"
"dVJQ1eO9YDq6TLYYKsKJyyW7q6mQdbS9fagBnYx1zaW43JaVhKBAbHenfASYIYRMkDuiy1titqq0wJxByXSXTkOY36kb9Tef4HhCZZDOioJv8PddxAuoXwD9U2AcehjXa0sBxT7mXmZhFJm5wZVeFw";"2024-04-18 16:45:13";"ABBASTANZA";"-1";"-1";4;4;4;4;4;5;2;5;3;5;1;5;1;4;1;7;6;6;5;4;7;7;6;22;"FEMMINA"
"daitJwBHFrKcf5JsSKlujnRuCepPbRKO2yRqJPart3y3XHLCMBPEkDgqsvt1VzqjfIafhliXGgIHyxEE1pbQrJA8cZH3mU5IkTEZRxBZAQqLlsa2ap14vFinlReMFWXDtyoxgoW61qkVa3flDK1vSF";"2024-04-22 12:18:01";"ABBASTANZA";"LISTE E DIZIONARI";"FUNZIONI";3;4;3;3;2;4;4;3;1;4;1;4;2;4;2;5;6;4;6;2;5;5;6;23;"ALTRO ..."
"SqCp13FUmoDaQyiLT273lsZd0YXiUiy1LLbNAV9xPjs7WzgA28JRKZ3rujcfVrsEg6FcYfvzy4aFriLiDQOvpKuL95FtShsQddtd6A98ivyCNZBv49y1mkwaUmeddirFrqjzWw2cAOrMfNY6sYxcBi";"2024-04-22 12:23:08";"ABBASTANZA";"FUNZIONI";"LISTE E DIZIONARI";3;2;2;2;2;1;2;2;3;3;3;3;3;3;3;5;3;5;5;6;-1;5;5;21;"FEMMINA"
"57RDnHCndZFkPF8vNdc3qpxkmttnsmEJly5KbaksuFqu56xJYDpxcz6UCtnm5U7QvzlGofJ0cHcAS3BX9WNYTOHZn8Dxl3YDF5axC1pS2KcjOAnx6YCPgoLtyqrlWGVTVPdyuRGxtrR7C9UZ1Q3twh";"2024-04-22 12:23:42";"ABBASTANZA";"VARIABILI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";2;3;2;3;2;3;2;3;2;3;2;2;2;3;3;3;3;4;3;5;5;3;3;22;"FEMMINA"
"8ZjrfUha2MqKBFwfdFHOwwEaxfGJ2QgpQ5sDq7KMy6UBk5r7oO8OyyutuBFtKOOwgThXt1THEFIqIGlrenoenwrQ6SE5BSWXl78CPXfW1Ko6el4EKjfrMZhVPnASvunUQVocIYsDeLstwLek3LvleC";"2024-04-22 12:35:10";"-1";"-1";"-1";3;3;3;3;3;3;3;2;5;3;4;2;3;2;4;4;2;4;4;5;6;5;5;22;"MASCHIO"
"yonz2tBSUpQOMBbpmu06aT2P21FqA1wj4DEP9cAYpnVsxhZwYvXyIlFxZYYBzmuV46vUL8DNwm4Z1ZAMGhKMb4BjB8vinBG1uVxo9gXsT40plHcwDvD8RAJLO37vg5T5bGgFm8q4DIYjvUFI3Xe9ee";"2024-04-22 12:35:18";"MOLTO";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;3;3;3;4;4;1;3;1;4;1;4;2;4;2;6;5;5;5;6;6;5;4;21;"MASCHIO"
"1UXvIsIQN98AIEgUnh9KBbcCNV3nqnsHUYMgCZZaFtNXlHg0kBlcUTAxFkNZedXBGua8i8UXIfdHH8S9AxlBsvvBgHW23ish4qEV9JzFiYr0US1wT48sKlJuX7vNKg6Yl42csn6DiUG9IY7BJ23hMu";"2024-04-22 12:42:46";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;3;3;4;3;3;1;4;3;3;3;6;4;6;6;5;6;5;6;21;"FEMMINA"
"objOlidZi6fU3wIOGIAUBqYs1QLPCQSb2LPNQc9D2U6Tl3Hm7pfPos2C9ymUtCgmcekrozedDOoPZvyYm9LUkwpO1h0b986tMTYs4tmqse9dfmFLriQYZ6WOqoDEcpJVhuaIp4OniJcefWllF6jf6a";"2024-04-22 12:42:50";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";4;4;4;4;4;3;2;5;2;4;2;3;1;5;1;6;6;6;6;5;6;5;6;-1;"MASCHIO"
"HJd50aFpAUaQJJMLJz2nAOUWI8RVla0MsaOifPI6eyFPAmCehYyH78esBB7xv9LFmK3Kji9hXDM4hV9Ks1Gp9xMGli4Eet0otIS9s6HjIpkwqGzGiOBSQBGQUHt8KQ1JOUoDKGp755MmSOOkoDmDSu";"2024-04-22 12:42:54";"ABBASTANZA";"VARIABILI";"FUNZIONI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;5;3;4;6;21;"MASCHIO"
"V4u52TswJRpndLfZmHU0fxpNgvWMjD6Qo8ViS8SiZV8jlUqHTDM7VIORXKXh6JZCIj12IRLr9Vd1Lg05h6rZWCa2yL19ZpTG8JF9QXT8WZ8mFvfs8mDbtsNnBFC8P4WakxoSv4qZ7NxarjhrCA1T4M";"2024-04-22 12:43:27";"POCO";"FUNZIONI";"VARIABILI";3;3;3;3;2;3;2;4;2;4;2;4;2;4;1;5;5;5;5;4;4;5;6;21;"FEMMINA"
"GMN0OZBwwnbznuHWHTo19yYvb0eu49QFCs1r2MwGu6K8BUByYaBlfwX0vDURIUbmf6kjmUoSuXS9VMYi3rxpzBV4cbKtx7xoM0SUsXlZepwnZ86ez8dsBilTLau4EgeSwr6wA3vzwfqbvXxv9I0yDl";"2024-04-22 12:43:27";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";3;3;2;3;3;4;2;4;3;3;3;3;3;3;3;3;4;3;4;3;2;3;4;-1;"MASCHIO"
"VwXbWjEs71KUu6j7U75n9QRxBezJzgW55eoyuwd8gYsmIBYfvSaOXEDcrM1VRfZuoVDu8jWCZA03rNB6gKbiHnWpAExjzDRWkonO4fQNGPgjiRBxBxAwj5KR9XssX5Ol0YDcWJtvg1ABt4CEpyt24A";"2024-04-22 12:44:00";"ABBASTANZA";"LISTE E DIZIONARI";"FUNZIONI";4;4;4;4;4;3;1;4;2;4;1;3;1;4;3;5;4;6;4;4;6;5;5;21;"FEMMINA"
"TJufjKixpZCqe3hoOgq0sKK4yRahlh7wIZHGnS9TpzlIlC0VTxlk15n7UsH0syQ7y2hUFYvBEw6NsKY7eE0hh00xLZgfVCua9OPmugr4BqHLBLEdQTIwPUjOao4vsVU6TmATKacuwf2FIgMUvsoQti";"2024-04-22 12:45:31";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;3;3;4;5;1;3;3;3;1;4;1;5;3;6;5;6;7;4;6;5;4;22;"ALTRO ..."
"rNOLexMGlLG38LOcwitmZS1EM1rnYX2a9o4vTuFKHP0b8urydFP7UXWfhbL5B6D2qNQuAnZfg7nYZE3qjtKLzbwpURaJ4wcDiMJufGUcU3oBxo1RTXgVIH4XFWIzSN2DDw3nyprhROaUowTYQoyarx";"2024-04-22 12:45:55";"POCO";"LISTE E DIZIONARI";"FUNZIONI";1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;21;"ALTRO ..."
"jaqLbcub1HKM6SZtd4wBOa0hw0o977svolPzLYhbUGjR0rXt9flF0zk9wjRS6HIPMV3YQJhE1xoIJy4zscIWEim16TKVjjTSL03JaxgPjm5eo7wv8VCTf1dIjN3aPcBQ1NJsHkggrbFXECJU4riVk5";"2024-04-22 12:53:08";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;4;4;5;2;5;1;4;2;5;2;6;5;6;6;6;6;6;6;20;"FEMMINA"
"fbHpz0KaBYLrJRUAVZfVeg6t5BZgiXC03kC0gmfRB20NdL8j1wm1sY1QEwZ4E42OOPgtZQMejbeUODlBFEAC4VlstRcwCkrq9kp6NpFPL887Tw4y3vD84JaP8k8a4o9giQp4Uh2C4CpNwasOkUKaLi";"2024-04-22 13:04:05";"ABBASTANZA";"FUNZIONI";"VARIABILI";3;4;3;3;3;3;4;2;3;3;2;3;4;2;3;3;2;5;4;4;4;4;4;21;"MASCHIO"
"qoE1bMMSiThBFak1EIeIynGEGb0thY2OoH99mQQemvwetK1HEOugZ1vxKiGUamZgPn44V6fpTKUfaWyJw5V3itcVWxR2BnJF0yYb2r4wLpvdz0MTYw8Pgan1aXsYs6dqBXC8eTLzsEn1acb6WyjUir";"2024-04-22 13:05:04";"POCO";"LISTE E DIZIONARI";"VARIABILI";3;3;3;3;2;3;1;4;3;4;4;3;3;3;3;4;4;4;5;4;4;3;4;21;"MASCHIO"
"zO8034BWt9Eaw7tI6TN64EqUxHFEyG7RaYFubdGfCJ0ptKHxdZScEZ9bXwkS9LTTY5ExQYSbuvPZl57gCmIV6qUSrYCzLVpLKYmQ0BLg6EQclB89UF4Iq1ukL70jd1FCyKupsAThvRFNlY4L2BhRLr";"2024-04-22 13:05:29";"MOLTO";"FUNZIONI";"VARIABILI";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;6;6;7;6;6;6;-1;"MASCHIO"
"VFFECqiYJVZwc0xMxK2LumY3LXW54uHlj4O01U0NZSbWvQEieJ3AHlORLtyT6CesjnZugdOZTBnUFZwnU7Nj7JPj6670wJyKB9j0FNwTmreokDApblaF914ds0J596aXAZwJbtDWsqhoRgkkhUZcx9";"2024-04-22 14:32:21";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";5;5;5;5;5;3;1;5;4;5;1;4;2;5;3;7;6;6;5;6;6;7;7;20;"FEMMINA"
"QDVdgaF014VryjFWQwLB2vNUrKZeyGmCoYIYqMnpor5T1PX4TvyyXrw6ghZpP3F3S4DpvrvqN059RZ7qvctEYVvPYIs4DEHkTFeHaqU3TzJ1ytqThAFwbBfQZfbkhYubearpUkcYui0z3GSTwsBUu2";"2024-04-22 14:38:43";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;3;2;3;3;2;2;3;3;3;3;2;2;3;4;4;3;4;4;4;4;5;3;20;"MASCHIO"
"1JRSaFuQOcATjahn7vxyD1JzbiRCR14OLT0Jd2GVOgGT7TvuJLHpjbIE1DYZwTSDnuapDBUIrPktYfbIhBxlaDJkEPO0WQVoBOOiuuMZcVMlJDqraG7fe5yzKBx5Sf4DA0UL0ILBOaAVQObfrU7rgG";"2024-04-22 14:39:14";"PER NIENTE";"VARIABILI";"LISTE E DIZIONARI";2;2;2;2;2;1;2;1;5;2;2;2;3;2;4;4;2;2;3;1;1;3;3;20;"FEMMINA"
"kfcJEIXrjZVIbZ8gqHuMk1VyxfHQGRLGKZlxPOA7zFz7Dd3YVJUy7ZBPYfc9jCCRmXkg0WMXVwDC2EJtWEm9tyn5oTVd0yoxMRognqF95Ro4WBqhQ6rlaJGabLIz7aCdqbGOlSEmfJtYniAx36uQ76";"2024-04-22 14:40:39";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;4;4;4;4;3;2;4;4;3;2;4;2;3;3;6;2;6;3;4;4;5;5;21;"MASCHIO"
"WSbxie5JnrnOiMwWSwhNcSMFwm1RfIK6WaqyHm7t2PQkpMAy3OCu9nKTKWRcUcwfEKZarh2RfnpabOBjOKViIjMNq2ScPm0HxfBpoPAqpVz6RXatKg1ODSsEZGk2qQLcFwyeTyKIWjXj72ZusK0ni6";"2024-04-22 14:42:03";"POCO";"FUNZIONI";"VARIABILI";2;3;3;3;3;3;1;4;1;4;1;4;1;5;1;6;7;4;5;7;5;7;7;21;"MASCHIO"
"WjtoY4UhD2Xve7mRyIBc8pEImfkr2cD1niFokBfIw8WC6nQzzotkApKFmzTXc77EjZb8oDJ3VD0I3LuaC7U9Ff8L0f1GqRjucU2oo5YihY25hKJixWZK3yj2rXDjD1rWtkRJzpPdHLlB6Xvcadg4A1";"2024-04-22 14:42:29";"POCO";"LISTE E DIZIONARI";"VARIABILI";2;3;2;2;3;2;-1;3;4;3;2;2;3;3;3;3;3;3;3;4;4;5;5;23;"FEMMINA"
"BBOvrQ4CCCE11OgO92nbwqauurdnpDD75myZSNuW5hSgFzfrunYNkC75GQxkfVZ3H14GgYGBDoYoZqr0gv6gvJVp4H4D7DzeVzsLMPOmIkQMIfdwwU0QffL4fHZcLZSQVIve0rO4PPJbS7q7kyHUK4";"2024-04-22 14:42:31";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;2;2;2;2;3;1;3;1;4;1;4;1;2;3;6;4;7;6;6;7;6;7;21;"FEMMINA"
"efP5zaRotQiXehfLsREKoHQzsp0MqC0hDS8e1vTXIr5OZZ5OBMOwLsmbnX6ba5UXwQ8DYUmoe7DxguJz33H4MQqjVflXCV2lUL1RatXs7GgR7a1I988Ocv5ufI0KmHGv0gFSdrbP3WZ8vDdvLHxgLA";"2024-04-22 14:43:02";"POCO";"TIPI DI DATO E CONVERSIONI";"LISTE E DIZIONARI";2;2;2;2;2;2;3;3;4;3;2;3;2;2;4;4;3;2;3;3;4;5;5;23;"MASCHIO"
"X6IqugvOMytp5B3vzC9HE0d4oJamXhHu5mRLkYXCV4HeKLIBbW9bgjfSMijq9R4nYRisPKj1OyvilIvQm9y365hRgxEGXZPEknfoMenYgF7gP04qeh31DHlCPJNU9M5SMFTP7wI4Y3Q16nPH3e58QU";"2024-04-22 14:43:17";"ABBASTANZA";"LISTE E DIZIONARI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;4;2;3;5;1;5;5;5;1;5;1;5;3;6;6;6;6;3;6;4;6;21;"MASCHIO"
"nRaJMhx7cbzJhe6hTw1ZgRysFdARBlRlFMNefdtb7D2P3hAVczIRBkFpVAlkToIy0BbwEs8PAbMYslzq8VD8z6nFTclCxy6NI5S7FdZIrMvvVIi6EsGEQzEpnKlcQKPWdwJtwYYTku9vRTjE1OnQ7u";"2024-04-22 14:46:34";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"FUNZIONI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;-1;3;3;3;3;4;21;"FEMMINA"
"McecukPoDQJicnFYWIREZVTyxLTsvOhcrCoOTV9XjlFxbqBSURvbj1NgIl4jaCH1jtytB0UUOVkAhSKNDum5v82zVGmf8LsCms8h7vl57NRu0vuNHHrppTkpFllXUeTmJNipLkEQwIX0ihDwLbuSUc";"2024-04-22 14:47:45";"ABBASTANZA";"FUNZIONI";"VARIABILI";4;5;-1;4;3;3;2;4;1;4;2;5;1;4;2;6;7;5;7;4;4;3;6;21;"MASCHIO"
"234PhsWpxY9k20X69zFjqP3c3LWpvizHWKuEohMXhHJ93lRo0FQ1EnZf998LmX8LjvfC0TFCle8k75jIKRRiWViWG8flumzjvPMOq7UySIBUUO3WdNDrzCdqIOZVdTbfDuWtaSdNrm6OwXgUuO6Agz";"2024-04-22 14:47:48";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;2;2;2;3;2;3;4;4;4;-1;3;-1;3;3;5;4;5;4;5;5;5;6;21;"PREFERISCO NON RISPONDERE"
"HtweRCN1wza3ySNdLReUwrCQk0AEpAilBNXX1GgeUsHJOEp323GD6H7UGcATx9uaVh6exatG39r6Uf76Q4YUXtlUzn8FJUFzMHozoet7uW91SaiScrgWcw4YYiVzEm6wdDK3f4nOTE4bDUoQ6FlvsV";"2024-04-22 14:47:57";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;5;3;4;5;1;4;2;5;2;4;4;5;3;5;5;6;5;5;5;4;4;20;"MASCHIO"
"ggyOb2q025unUsQCpEGRIeSkSRKWWd9PcYp8u1qZVOaWCzVwC3UzYospzWp11EKRUJZzUhQsCLE4avlIwbEd4rSawltnIRjs4wvQK1b8KoGBgS6K1KZ6Xr54xy9B0vPMpyJY3OdEem9EYTD7qSUFhv";"2024-04-22 14:49:18";"POCO";"LISTE E DIZIONARI";"VARIABILI";3;4;2;2;2;2;4;2;4;3;2;2;4;2;3;4;1;3;3;2;3;3;3;20;"FEMMINA"
"QUbVYgKkqv2hsW7vSo9HZjQSavaKyn2gub2QWvg8foj8SBHcBkBuNDFnOSO3nBAm2F8JWPWOS1aOVusWq57T67VMod58uSyPM1r6q8Hmr8IRfICAe4cjSpDWnglAh6t3cJ1Yx8lUepMzL9WFLHwadN";"2024-04-22 14:49:52";"POCO";"FUNZIONI";"LISTE E DIZIONARI";3;2;3;4;4;3;4;3;3;4;2;2;3;4;4;5;4;6;6;2;6;2;6;21;"MASCHIO"
"0HcsM5K14bTga4CpYETnQuMBKMrDBCQgHeGk48sRul6Pha07qlYyVXp05yBRq3T1LB7TN132xzXdUOFNs99MTOLk92ht7zXuB6fYCXOfiLk73iPu5cEDH6YCqcKwmudVczqeigWENnQfkcOAiBMm3r";"2024-04-22 14:50:32";"POCO";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;3;3;3;3;1;2;5;3;3;3;4;1;2;4;2;2;3;3;5;2;3;21;"FEMMINA"
"nReO2tvjbXUxUDWWr14XMN814DQlYZk00wvSpZZ9Z0biawiPxvKs2QC7lsTMEJc6tC5GMC02cBmnk6kzGf3epxr8xz9q7lVUeA8VWPD3sxNJnEMPcsWhtMSDNBJ8K6WIu20ZxzuNrjBlCmRw2lo74R";"2024-04-22 14:52:23";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;4;4;3;3;1;4;3;4;1;2;1;4;4;5;4;5;5;4;5;4;6;20;"MASCHIO"
"KpIW4gk30fS1TyhS2eK4GmbQ2hK6M5LFZyNfxiMOXSe5S0NUP2GknJYhlL8ju6U9kXcraj9Q2TPjubzFZAp2Ojb4RWBodZzps5FAZqFss2Jjk0cyrFSuoPz5ci4BDU2rc2oDuWk3VIOMCsGRD6CzB0";"2024-04-22 14:52:57";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;4;3;-1;4;3;4;4;3;4;3;4;4;3;4;5;3;-1;4;5;5;3;4;21;"MASCHIO"
"9x5kGZWOIqQmGeJvCqMrwiFGatZodCJ1QG0bUJsRIgCAjnByJesstTZ5EiMlzzAv3pFkQu6NlmybhkllPFhQlrZdIRyJQ46tng0kQKftS3SojGMCqjSXlIQjJQu7Aai5oW3pGQZZWsfGMPxgf70tvv";"2024-04-22 14:54:38";"POCO";"FUNZIONI";"LISTE E DIZIONARI";2;2;1;1;1;1;4;2;4;2;2;1;4;1;3;2;1;3;2;2;2;3;2;22;"FEMMINA"
"dgMgqqK6MQLwN6lvpzn55dJ3P9bP9ImqKiTMCxGcXlAeXxCIYti9iwliPLXb8XMgA75cgQ7qGfYm1g1IrXFVCxATrx2Y8cADnn4OYlEQezHyYMoGWV88GgLmLrKRvpcUkLDf0BGo59N7Q5eY0YNL40";"2024-04-22 14:54:59";"POCO";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;21;"MASCHIO"
"HLE95WNZyTDICHlVHnJnn1cESiJOjV2GdoX7sXfArnDSI501lfi3SWPRmjwVKS9v6EvF4VhxcielAGX1oYojyi0XmdF14Frjuz19QUWTmhqnHu7sCISS9OHI8sqVuOE6MGfwshMjGcgWMQS9aHioSA";"2024-04-22 14:58:20";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;5;4;4;4;21;"MASCHIO"
"aUw7NKxmV4JxaVflYG1k2COL7zlbkTDK203vwLcznEumoWsDgSprGVt67gkBqkOVvFQOUzwXYdGoebxLZ1xXPh3FkcfyKb7d4s6SSyZYgqEHNkQg2Jg9AlBNrIYLqcgOCCkbY3bR4EnMIzkTNdxZy5";"2024-04-22 15:00:43";"ABBASTANZA";"FUNZIONI";"VARIABILI";4;4;5;4;4;5;2;4;3;5;1;5;2;4;1;6;5;6;5;3;4;5;6;21;"MASCHIO"
"748gjyCFgidPeqK3ilQWURJldATe2LksWBSg4SU8gLWlZaoFkb64Si42rclciOPXISPFRxTsIvalQV4hxng8kptkwQLVKXqRLhI1ekzB29BJVWsojoMwsK2EVgsdYjWyfgEa4tOSK6rYO3fN0r7AH2";"2024-04-22 15:01:41";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;-1;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;-1;4;21;"MASCHIO"
"gz1HzkXrVk1H9JrWCL5FvJuRD16Oo9m1xhGJlgnHHFbxEHPjlBSJdPz9SbnnbNesNdjQ1lWmRDABJ04xssESAlEG5F6NEw2lwJ7YHTWIwHbY10GZIYMijdOwGGBkKD76uOUKyO02ftPkMWOa00RN6Y";"2024-04-22 15:03:00";"POCO";"LISTE E DIZIONARI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;5;4;-1;"MASCHIO"
"8ubCTpHNx5Gcy8seKw6XhmmYwuJDLUEOw4MbSU75sSSfUt59fjGpjNT5Nfj7ysCggOMpVQfdisVPTh55x3aaa8fqJxxl0Bki50Bv9ADOoAL7m1Yotx0Hg8QS5At8nq1kcyEPIMxGIjnaj71RoIdzM5";"2024-04-22 15:03:28";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;4;4;4;4;4;2;4;2;3;1;4;2;4;2;6;4;5;5;5;5;6;5;21;"MASCHIO"
"5AfGGLtd7bCYxNyJuBCP0rsqphxFvkPv9YRilTJgHJh2dlSNFxVCp2RiYv9zs78eqoHhY0Wn6FLILWuvyCE8Fpt6s50myydVKnYayyNNZrWHDBa8ERZzczgAwc0ENOIdgKlE1RzjgeXfUaYODxVBuy";"2024-04-22 15:05:13";"POCO";"FUNZIONI";"LISTE E DIZIONARI";3;2;2;2;2;1;4;3;5;4;4;2;2;2;4;4;2;3;2;3;3;3;4;21;"MASCHIO"
